recency,frequency,monetary,segment
2015-01-27,20,849,P2
2014-09-11,14,589,P2
2015-02-07,18,721,P2
2015-02-20,22,1061,P0
2015-03-06,15,627,P2
2015-01-08,11,533,P2
2014-11-19,17,781,P2
2014-11-15,16,718,P2
2015-03-02,13,519,P2
2014-12-31,17,883,P2
2015-01-05,14,615,P2
2015-03-12,14,710,P2
2014-04-05,12,445,P2
2014-10-14,13,517,P2
2014-08-22,14,603,P2
2014-12-29,13,590,P2
2015-03-09,5,278,P2
2014-02-06,12,480,P2
2015-02-02,11,626,P2
2015-02-15,19,874,P2
2014-11-09,13,595,P2
2015-02-18,17,757,P2
2015-02-11,14,652,P2
2014-10-16,7,373,P2
2015-01-14,11,421,P2
2014-09-29,16,655,P2
2015-03-03,16,625,P2
2014-12-17,14,569,P2
2014-09-19,11,529,P2
2015-02-24,11,435,P2
2014-12-31,15,627,P2
2015-02-21,13,660,P2
2014-08-14,9,462,P2
2015-02-14,15,738,P2
2014-02-05,15,627,P2
2015-03-06,14,556,P2
2015-02-21,13,634,P2
2014-10-17,17,665,P2
2015-02-26,19,1029,P0
2015-01-29,11,442,P2
2015-02-26,16,811,P2
2014-12-09,10,486,P2
2015-02-18,6,262,P2
2014-10-25,13,624,P2
2014-02-07,14,595,P2
2015-01-27,12,526,P2
2014-05-27,14,697,P2
2014-12-08,15,718,P2
2015-01-29,10,376,P2
2015-02-06,14,612,P2
2015-03-13,11,392,P2
2015-01-26,16,778,P2
2014-10-02,19,869,P2
2015-02-10,13,530,P2
2015-02-24,13,474,P2
2014-05-18,13,480,P2
2014-12-16,15,726,P2
2014-12-26,13,494,P2
2014-08-10,5,181,P2
2015-02-17,13,706,P2
2014-09-29,12,565,P2
2014-09-08,7,355,P2
2015-01-02,21,983,P2
2015-03-09,16,682,P2
2014-12-10,14,639,P2
2014-06-11,14,618,P2
2015-01-09,17,771,P2
2015-02-18,12,546,P2
2014-09-16,12,636,P2
2014-01-03,10,411,P2
2015-02-03,15,629,P2
2015-02-10,15,716,P2
2014-12-15,16,714,P2
2015-01-16,12,475,P2
2014-01-16,11,459,P2
2015-01-26,12,608,P2
2014-12-23,5,250,P2
2014-09-25,12,429,P2
2015-03-06,11,321,P2
2014-10-31,13,623,P2
2014-11-03,15,559,P2
2015-01-05,18,648,P2
2014-06-02,17,810,P2
2014-10-15,13,590,P2
2015-02-23,10,414,P2
2015-01-27,12,585,P2
2015-02-17,14,631,P2
2014-12-02,14,756,P2
2014-10-22,21,872,P2
2015-03-15,13,729,P2
2015-02-28,21,924,P2
2014-09-20,8,300,P2
2015-02-24,9,355,P2
2015-02-27,17,742,P2
2015-03-15,18,803,P2
2015-01-04,17,626,P2
2014-12-20,9,363,P2
2014-12-27,13,693,P2
2014-09-19,15,615,P2
2014-07-25,8,281,P2
2014-09-03,16,656,P2
2015-03-16,18,581,P2
2014-10-25,16,754,P2
2014-12-02,12,510,P2
2015-02-10,16,758,P2
2014-04-26,14,640,P2
2014-05-21,12,546,P2
2015-01-07,12,361,P2
2015-01-19,14,522,P2
2014-09-23,10,533,P2
2015-03-11,20,813,P2
2015-02-27,14,628,P2
2015-02-26,13,674,P2
2014-11-29,13,556,P2
2015-02-17,12,515,P2
2015-02-10,14,644,P2
2015-03-02,19,841,P2
2015-03-06,17,709,P2
2014-09-07,13,600,P2
2014-11-27,19,886,P2
2014-10-14,12,459,P2
2015-03-10,17,736,P2
2014-12-20,13,539,P2
2015-01-15,21,958,P2
2015-02-03,16,816,P2
2015-01-10,10,267,P2
2015-02-12,11,551,P2
2015-03-05,12,464,P2
2015-02-10,13,707,P2
2014-12-21,11,408,P2
2014-08-14,12,601,P2
2014-12-19,21,990,P2
2014-12-21,17,886,P2
2014-10-29,14,585,P2
2015-03-15,10,513,P2
2015-03-07,19,762,P2
2014-06-17,6,276,P2
2015-03-09,16,746,P2
2015-01-22,11,525,P2
2015-02-25,7,264,P2
2014-09-02,7,310,P2
2014-07-29,16,638,P2
2015-03-14,8,391,P2
2015-02-15,11,559,P2
2014-11-09,12,579,P2
2014-10-27,13,635,P2
2015-03-16,18,901,P2
2014-10-26,15,606,P2
2015-03-11,15,670,P2
2014-11-25,14,583,P2
2014-08-13,8,359,P2
2015-02-27,10,493,P2
2015-03-06,14,668,P2
2015-01-07,8,412,P2
2015-03-02,13,699,P2
2014-12-13,17,737,P2
2014-09-17,13,675,P2
2014-12-19,13,557,P2
2014-05-08,9,520,P2
2014-03-29,13,472,P2
2014-12-30,9,464,P2
2014-08-04,10,396,P2
2015-03-08,16,645,P2
2014-06-07,15,633,P2
2014-10-19,14,634,P2
2014-09-02,12,520,P2
2014-10-07,15,760,P2
2015-01-28,8,395,P2
2014-04-14,22,940,P2
2015-02-01,15,640,P2
2014-12-16,13,587,P2
2015-01-27,11,445,P2
2015-02-15,14,546,P2
2014-12-12,20,807,P2
2015-01-12,13,676,P2
2014-11-30,9,302,P2
2015-03-02,13,463,P2
2015-02-09,9,403,P2
2014-06-15,20,868,P2
2015-03-16,19,798,P2
2014-12-25,9,356,P2
2014-12-10,17,756,P2
2014-10-05,9,488,P2
2014-09-04,10,400,P2
2015-03-16,13,575,P2
2015-01-23,19,833,P2
2015-03-07,12,639,P2
2015-03-07,15,712,P2
2014-07-20,11,448,P2
2014-08-27,15,627,P2
2014-09-11,13,504,P2
2014-12-25,12,408,P2
2014-08-18,13,493,P2
2014-08-25,12,595,P2
2015-03-06,13,661,P2
2014-11-17,14,527,P2
2015-03-14,15,609,P2
2014-06-12,16,816,P2
2014-04-20,9,453,P2
2014-12-24,16,611,P2
2015-03-05,14,629,P2
2015-01-24,15,693,P2
2014-08-02,12,502,P2
2014-12-26,16,610,P2
2014-12-18,13,535,P2
2014-07-11,14,552,P2
2015-03-07,15,815,P2
2014-12-12,13,613,P2
2015-01-02,14,602,P2
2014-09-28,9,277,P2
2015-01-02,10,409,P2
2014-12-17,16,749,P2
2015-02-05,7,347,P2
2014-12-09,13,582,P2
2014-06-28,14,543,P2
2014-12-22,13,624,P2
2014-07-02,12,383,P2
2015-02-28,13,533,P2
